"occurrenceID","measurementType","measurementValue","measurementUnit","measurementMethod"
"14bcef0f-60ec-4f13-9769-eae6e960da23","meshSize","15.5","mm",""
"9d057443-5e86-4694-8c56-1f4cf88cd300","meshSize","35","mm",""
"0b8b170a-9426-4571-b4a6-c12d54fc5743","meshSize","8","mm",""
"782e2bd3-7282-4ac8-a2cd-8f30f4537dc0","meshSize","29","mm",""
"cbe45266-cb58-44ea-b375-974e39e0597d","meshSize","15.5","mm",""
"e65ef99a-a0e6-467c-b287-ae36ec218c84","meshSize","29","mm",""
"1ee90b21-0d87-45a1-ae50-dcc8b162e1d1","meshSize","12.5","mm",""
"dae09a8f-a3ab-4ff1-918a-00290d17d27f","meshSize","19.5","mm",""
"a4951d68-43ad-4db7-9505-ca1e7b2a0c4f","meshSize","29","mm",""
"1ca6aa70-3e75-4a3e-9710-3f8c356c8340","meshSize","29","mm",""
"cd542b75-0ccc-4cbc-a125-1727d211eabb","meshSize","35","mm",""
"dbcdff51-a7cf-4402-9fb5-6192b3d3a95b","meshSize","15.5","mm",""
"d09fbd72-5999-4f5b-9bd9-9ed6c722dc82","meshSize","24.5","mm",""
"277684ae-48ad-4bfa-b7ee-ee1f442f4a4c","meshSize","24.5","mm",""
"652d5915-6117-4822-9f9c-caf97b74ea16","meshSize","35","mm",""
"48b2c5a1-307e-4c7c-8870-b25bef993a8a","meshSize","45","mm",""
"a2d87556-feb0-4f5a-b2aa-778080e740a9","meshSize","15.5","mm",""
"f9b34f73-8d4a-4453-bcac-b1001ad18301","meshSize","29","mm",""
"99af80a2-529f-4cba-87f3-d4f87ad15578","meshSize","19.5","mm",""
"b4a7a3cf-e2d1-46ca-877d-602ade158f47","meshSize","8","mm",""
"5106aa25-cadf-4f51-a1c6-92d1138e8c36","meshSize","29","mm",""
"d03fb699-616c-4193-964b-04d2331d8bb1","meshSize","8","mm",""
"fd94bf1d-dde3-4f73-b550-845a15d96213","meshSize","15.5","mm",""
"284b311e-1ed5-437d-bc19-197de20576e0","meshSize","8","mm",""
"f85a7a77-d13e-42ac-8ad4-8f7f93a6b4b5","meshSize","29","mm",""
"becb058b-5f46-4412-9e0a-f28bf82dc99e","meshSize","24.5","mm",""
"9d6046ac-83ca-432c-b97f-8dcfdae09d2b","meshSize","10","mm",""
"2c8566d6-f7cb-4ea6-b4e0-802d6ed4cc46","meshSize","10","mm",""
"0bbe0443-f590-48da-a73d-41d798b43e28","meshSize","10","mm",""
"c775e56b-8a52-4cd9-911a-f49057f7a10c","meshSize","10","mm",""
"2eac6db3-75ba-469c-a076-a850d72615e0","meshSize","10","mm",""
"f8b99f9b-bcba-4f47-9cfa-c500abe93ce9","meshSize","12.5","mm",""
"b8749006-0abe-473c-873c-9e220b7f6151","meshSize","12.5","mm",""
"ea703300-5884-49c4-9103-4fb673682e80","meshSize","12.5","mm",""
"79436c9e-4fd7-434e-8f84-9d36cd886779","meshSize","12.5","mm",""
"353cc1db-9aab-4ca8-9726-83ea3181c956","meshSize","15.5","mm",""
"b3e7d367-578b-4c5b-8292-591c2b0a07b1","meshSize","12.5","mm",""
"6c3ebaff-ed8d-4c39-bd09-ffb47462d9f8","meshSize","8","mm",""
"a263ba0b-37c3-4e52-a89c-80dd3890345d","meshSize","8","mm",""
"fe47ea47-b47c-4787-8116-d99c34934eac","meshSize","8","mm",""
"fd9c056a-5edf-4048-a451-1870cabd67f5","meshSize","8","mm",""
"f1e7bbad-1916-45d2-94c8-724bc839cce7","meshSize","8","mm",""
"046fd25d-a4cb-4732-a888-0bcb6e83de1d","meshSize","8","mm",""
"a2d2315a-b46c-4594-92bb-69cfc928151e","meshSize","10","mm",""
"e69543c1-870b-4a35-b98d-123dd080ddc0","meshSize","10","mm",""
"769f87f2-c70f-43ae-88b7-ef27d85095f4","meshSize","10","mm",""
"cf9b7677-4a34-447d-8591-195b6252321b","meshSize","10","mm",""
"8f1ddc6f-35e7-4081-a2a0-f6fe95fa0151","meshSize","8","mm",""
"c1d3845f-ab8e-4573-bbd6-ec43066225e0","meshSize","8","mm",""
"0b3f589a-33e9-4942-9fa3-6812f11e05ca","meshSize","8","mm",""
"1f3fbc3e-3f86-408a-b862-44018053398a","meshSize","8","mm",""
"b89d8b76-04c6-4fec-a7ea-0d3bbe8cedfb","meshSize","8","mm",""
"7833d896-c9a9-4939-91a5-a93577fcb611","meshSize","8","mm",""
"2971721c-30ca-4b9e-b7ee-918b3c52ecf7","meshSize","8","mm",""
"fba637ab-010f-4a57-9478-1fc692d6f85b","meshSize","8","mm",""
"d16253ee-3f94-4444-a44f-7ab882000912","meshSize","8","mm",""
"5e2218f2-9239-421b-91b4-95df38c7c518","meshSize","8","mm",""
"448033b6-e410-4d8c-944d-fbb2f02f57bd","meshSize","8","mm",""
"e9552165-cf14-4b44-b979-c5578ebc20b3","meshSize","8","mm",""
"a8419bed-7429-464f-9fc3-cde49963239c","meshSize","8","mm",""
"7b2a1d2f-a94b-4a76-9ecd-aa4cd9fcc64c","meshSize","8","mm",""
"a5a58b0e-88da-4116-bdd1-05ff6f4d86b7","meshSize","10","mm",""
"6a253c65-524f-41b9-a105-374225123136","meshSize","10","mm",""
"4ee99d4a-260d-4094-9936-513a9a35556a","meshSize","10","mm",""
"ff0c78f5-4ac9-4373-8911-9ad256237775","meshSize","8","mm",""
"797f9d1d-25cd-4a7f-84fb-941b4083694f","meshSize","8","mm",""
"7dc3bedd-e3ac-4138-9c67-13b442818881","meshSize","8","mm",""
"ef7f26fe-c25e-48cd-9455-6d921de9073b","meshSize","8","mm",""
"7c36ff0a-732e-4c83-ae37-be16ca15aae6","meshSize","8","mm",""
"98c22e45-1dc9-42ae-8eb3-b8106df0b8ec","meshSize","8","mm",""
"460ef3ea-1fff-43b3-85fa-1e59cb2e586f","meshSize","10","mm",""
"09ee3610-94d2-40af-991a-68d165195e38","meshSize","10","mm",""
"e3231aab-db2e-43a4-9c86-d160fecfda70","meshSize","10","mm",""
"3f97e13b-be62-426b-8e83-8d848db28798","meshSize","8","mm",""
"dd4986d7-1ed9-46e8-b55f-5250c4c1aec2","meshSize","8","mm",""
"d27d84da-31ac-4380-9644-483b68e72eb2","meshSize","15.5","mm",""
"f864122c-9d51-4510-82fa-017e8675f039","meshSize","29","mm",""
"439be322-771b-4ce9-9ec1-efbeaed4d36e","meshSize","29","mm",""
"e4bad02c-78b7-4698-badd-e56ad60118dd","meshSize","10","mm",""
"cd68eb04-d669-458f-9c4b-be8857ec3659","meshSize","10","mm",""
"6dd97efa-8656-452a-8795-f8000a2ca6f1","meshSize","8","mm",""
"70c843fb-6043-451d-998e-a6889e9e90c7","meshSize","8","mm",""
"f887844d-8c6e-49bf-baa2-70ac1b787e8d","meshSize","8","mm",""
"d497d2c4-eb98-475e-936a-de46cdb2b846","meshSize","10","mm",""
"b7ac8aa3-ade7-4f3f-a0d9-747fdae4b63e","meshSize","15.5","mm",""
"f0b2872f-ba7b-4db4-96be-1a401f0053bb","meshSize","8","mm",""
"b734bbee-93ee-4703-9d55-dca4b0d7f7d8","meshSize","8","mm",""
"3379d5f1-60bf-4620-8e3a-5a6480de8dce","meshSize","10","mm",""
"b5031479-54cc-4b77-9a91-e28e1734e9e7","meshSize","10","mm",""
"2aaa8dac-31d8-4faf-85f1-5f3a88049e7e","meshSize","8","mm",""
"8021bfd1-1531-44dc-b43a-d094004152e8","meshSize","24","mm",""
"079ea51f-41fc-43e8-8466-c144a70a4e7d","meshSize","45","mm",""
"449a39af-42ba-4ae6-88fd-955fad248eb7","meshSize","45","mm",""
"7a35ccf7-4577-45e7-b1dc-734939f568ff","meshSize","12.5","mm",""
"4f621813-2863-4c45-808c-869d9c350751","meshSize","15.5","mm",""
"dc4b42f8-7ed3-43b6-a620-31f7583aa54f","meshSize","15.5","mm",""
"83ae57e7-0ecd-4dbf-aec5-e1924b6e24dc","meshSize","12.5","mm",""
"31dcdf82-45f7-4239-9a3a-0c209440b245","meshSize","10","mm",""
"6990a013-c7a6-4948-971c-c5bd04483374","meshSize","8","mm",""
"55200e04-b699-49a2-b99e-323e37dab937","meshSize","8","mm",""
"af877d51-ffcf-45be-b546-d9a554baff49","meshSize","10","mm",""
"3904183f-0474-4fc6-9f35-9431e84e4ada","meshSize","10","mm",""
"96b20bab-8b5c-4c53-a4c6-757770c804a8","meshSize","8","mm",""
"5c759cfa-2717-46f9-8767-97f20fa7154a","meshSize","10","mm",""
"1d69c9ab-088f-4b51-8a10-5cfbca27f6a4","meshSize","8","mm",""
"03122d26-be66-4895-8bca-d363a4ca085c","meshSize","8","mm",""
"6c4dd1c3-b822-4cd5-aa4c-2d35a10df4c4","meshSize","8","mm",""
"a56aceda-3162-4f20-a5d6-62f572996691","meshSize","12.5","mm",""
"38666c1b-75ce-46a2-b6f8-4fd56c73153f","meshSize","35","mm",""
"69149ea0-a31a-4d7e-8bf1-8e7dcf91cc18","meshSize","8","mm",""
"b1a3e3f2-b800-475c-b954-03638bc9e07d","meshSize","10","mm",""
"ba474bdf-f6ce-446c-9cbb-222035196c0d","meshSize","8","mm",""
"d563e152-51d3-406c-bc2d-c52b3433ce1d","meshSize","10","mm",""
"fb3b65bb-ca5e-4d4b-8d3f-aa57d886d5b4","meshSize","10","mm",""
"3961b81b-636e-45b4-bb5b-917e63b78f68","meshSize","10","mm",""
"94713c66-7a2c-4188-9a2b-c1690c628bd2","meshSize","10","mm",""
"344da25f-5a01-4ca8-8e80-61c9aeba1b7d","meshSize","10","mm",""
"c41c12c8-3f8c-4259-b1cd-aaee52b4f165","meshSize","8","mm",""
"cd50d788-a758-47c1-becd-01fb3c9f69d2","meshSize","8","mm",""
"ca59d8d1-cbb8-430e-8b61-0bbbf75627ac","meshSize","10","mm",""
"c0c9e198-b3c3-43aa-87f6-e3e06e29876f","meshSize","12.5","mm",""
"6bfb85b1-0590-4c02-b3b3-0d25c10f6076","meshSize","12.5","mm",""
"85999b01-ba98-4870-9125-a80b64c4039e","meshSize","12.5","mm",""
"7dc4f0b4-d263-40d4-8aa1-7908d163017c","meshSize","8","mm",""
"78778f45-379e-42de-8fa0-5c99b1a5b706","meshSize","8","mm",""
"b52f6ad9-c2a2-4e79-8663-c162e2fd261c","meshSize","8","mm",""
"f4600d39-946e-412d-b2a0-bc46aaaf9545","meshSize","8","mm",""
"7101e61c-8b9d-4afd-804a-e9efe664aed5","meshSize","8","mm",""
"58ef3464-efa2-4624-ad04-3c1047227baa","meshSize","10","mm",""
"5763c799-dacb-4a64-b796-8b1c568ac64a","meshSize","10","mm",""
"765f655e-f5f5-45e2-be0e-a3a8b498abcd","meshSize","10","mm",""
"1f7e48cc-eb2e-4549-bdd1-129e79c18d17","meshSize","10","mm",""
"a71c36c1-92fc-40fc-8b31-822d1a67b1dc","meshSize","10","mm",""
"cf4ca661-e3bd-422d-9700-5acebd7cc72b","meshSize","10","mm",""
"deeefeaf-6229-4437-9bae-6becf252fb42","meshSize","10","mm",""
"c792ad6e-f3a3-45c8-a99f-b0b9005d9ebb","meshSize","19.5","mm",""
"8ee3cca7-f691-4416-8570-728c3d9bbd3d","meshSize","19.5","mm",""
"ee36b0db-0042-4142-9e15-04dd7211ae8d","meshSize","19.5","mm",""
"d9e116ad-1c61-4b24-b64c-ae85823732ef","meshSize","35","mm",""
"5c433771-b0ed-433e-8694-b0bf0613e6ef","meshSize","19.5","mm",""
"5c5ae93d-ba6e-4a2b-bfb1-567c7294e538","meshSize","10","mm",""
"b930f158-bb9b-4204-93ff-a25762cf7ac6","meshSize","10","mm",""
"0ec574f5-1556-4f27-a2b5-8f6b3cf49d1b","meshSize","10","mm",""
"3f7f5be9-3eaa-48f0-85b8-9dbf72166e19","meshSize","12.5","mm",""
"71bd333f-fc36-4c87-ada8-961fd05ce47b","meshSize","10","mm",""
"b50f9366-9e66-4344-a487-0fc693aa1611","meshSize","8","mm",""
"ddacc6df-9d7c-4f71-989a-8ec78ab8f7f7","meshSize","10","mm",""
"32a82e1d-fb3e-4f4a-b6bd-dcb45eb15f28","meshSize","10","mm",""
"66f775b6-770a-46a3-b521-d82ec9226f37","meshSize","19.5","mm",""
"47f156eb-15a2-44c9-9ffc-57d4f1601f80","meshSize","10","mm",""
"e1198651-0e49-4a95-bbd5-f6f7d8187e3c","meshSize","10","mm",""
"bed7948c-b3f1-498a-a972-8cbf97c635ac","meshSize","10","mm",""
"93b0aa0f-4ba7-4663-b4ab-ad7d30f9dc0e","meshSize","10","mm",""
"72d79fe1-16ba-4a94-86c2-719991058e5d","meshSize","10","mm",""
"84c352d8-b942-47b8-9e76-9b2b703fd6da","meshSize","8","mm",""
"e311d9be-74b6-40cf-b574-a131b9f5f8bf","meshSize","8","mm",""
"3d8d02a6-dae6-4e7e-8413-ca080f747a36","meshSize","8","mm",""
"26a18545-a0c1-46eb-b417-b36f947efeb3","meshSize","10","mm",""
"62b73f4c-7611-43eb-b02e-f9ebffe401ee","meshSize","10","mm",""
"8070b760-ac4b-4526-b976-efe6bd5643df","meshSize","10","mm",""
"9461345e-c117-4154-b14b-9474a85501a5","meshSize","10","mm",""
"590a3a45-e232-4392-9095-2a089889c8eb","meshSize","10","mm",""
"c55b3508-a863-4cd0-861b-1aadd4946be7","meshSize","12.5","mm",""
"24293f5e-4427-452c-b9f6-d2a3b05b1c20","meshSize","12.5","mm",""
"bdb17880-c45b-43fb-a03d-e2e588d1a282","meshSize","12.5","mm",""
"50517ac5-e368-4be8-a80f-4bf0048c44c3","meshSize","8","mm",""
"fed50dc6-04c7-421d-9a86-dccac1d100b1","meshSize","8","mm",""
"1689e214-6cdf-4190-b4a0-5258690f6b0c","meshSize","12.5","mm",""
"2206c3c1-a3be-43bf-8b15-fbe87fe607f6","meshSize","12.5","mm",""
"846ea9d0-6464-4057-9da0-0dae8070bdbb","meshSize","12.5","mm",""
"73c871ef-724d-4101-a212-81303bdbc103","meshSize","10","mm",""
"7f14f84d-732b-4f4c-8525-69700a1f05f1","meshSize","10","mm",""
"f8bc4cca-d1de-48e0-9ed8-988d64a8b438","meshSize","8","mm",""
"c88456b4-ae1a-491b-ad28-3d59b20614ee","meshSize","15.5","mm",""
"277565d3-31ef-4665-9a43-4e1bab3e5c87","meshSize","15.5","mm",""
"2e44b100-915e-47a4-bfd9-8ad92592a62e","meshSize","12.5","mm",""
"3dac72f4-f86e-47f2-a154-c0279ce9f181","meshSize","10","mm",""
"d163f878-7e21-43f1-9198-95dc5f17bd67","meshSize","8","mm",""
"144e9ccc-68a8-4b18-8af0-f9f9479db280","meshSize","10","mm",""
"c7428460-f1ea-42a1-8451-af885a3c6b8e","meshSize","8","mm",""
"9b2548f5-3c45-4ddf-84e9-a7850c6e26d5","meshSize","8","mm",""
"8f7b3288-3320-4111-ab07-bc5b41ea8536","meshSize","10","mm",""
"0aa93348-e951-4613-9aeb-de3a38730460","meshSize","8","mm",""
"ddc063f0-058b-45e9-bc4b-a0fbcb4191db","meshSize","12.5","mm",""
"f24b72f8-4a3b-4e7f-943a-4f440b3134f8","meshSize","12.5","mm",""
"afda721e-6637-48ea-ae90-bf37b8927e6a","meshSize","29","mm",""
"f178ed49-5bb7-46b7-8122-b43ba0f1c2ce","meshSize","35","mm",""
"d4173ca0-0abb-4676-8fa4-b86cef139aa8","meshSize","35","mm",""
"37cc659a-afa3-4498-ac59-f13aeea0de52","meshSize","29","mm",""
"722bd61b-eebb-404e-89a1-e2ed4bc88e1f","meshSize","29","mm",""
"09fefa96-115d-4eb6-aa7f-dd1e6bef391f","meshSize","8","mm",""
"a103124d-d74a-4548-9d9e-87886d2336c2","meshSize","10","mm",""
"230cf7a0-ea50-478d-a815-8bbcc242f766","meshSize","10","mm",""
"47887f04-55b6-4eb7-b060-51dbfaf12b44","meshSize","8","mm",""
"ce712c44-29a7-4417-8172-1a19eee4e623","meshSize","8","mm",""
"d35b9964-5b1f-442a-8232-199f80fce3f7","meshSize","8","mm",""
"8c297847-2db3-4158-8d40-1bdc9e983b0e","meshSize","10","mm",""
"177539ff-8a8b-442d-8e1f-73a8bf2fb896","meshSize","10","mm",""
"3c0dd8b2-1a8e-4664-99e3-8933180726b1","meshSize","35","mm",""
"36c98d52-fb12-4cf0-abf2-99bfbf42c471","meshSize","35","mm",""
"1ab872b2-3fde-4cb9-824a-bcc725707e0f","meshSize","8","mm",""
"a480072b-f7df-4ad0-9f6c-78d0622258c9","meshSize","10","mm",""
"f345b987-3540-4b90-94b5-a82b92b4719f","meshSize","8","mm",""
"f738ada5-b0e9-4a87-878d-d8f0baa23a43","meshSize","8","mm",""
"d50e483b-2d0c-4af7-9499-26c10670f07a","meshSize","10","mm",""
"5ac135cf-662e-4371-aea8-9bf5b4fe1876","meshSize","10","mm",""
"9ec8478a-e7b5-44f8-a8cb-984dc6fab7a2","meshSize","35","mm",""
"b3da399f-c16f-4150-8f94-30b6969c430b","meshSize","12.5","mm",""
"ecfa9e69-1e4b-4740-8d25-77b80e35477b","meshSize","12.5","mm",""
"c3d9fe9c-fa93-4bfc-ab20-5e64aecf79f1","meshSize","10","mm",""
"a293d1a6-82fc-478e-91cb-8e49ab2f4534","meshSize","12.5","mm",""
"4205473c-368a-4262-af80-42546bff76cf","meshSize","15.5","mm",""
"6d1cd464-541d-457a-8c21-530ca3acfdcb","meshSize","19.5","mm",""
"203c5e0c-3da0-4801-8e64-f49d05473904","meshSize","12.5","mm",""
"77bd2e83-9f28-4e3b-a663-60105c723be9","meshSize","45","mm",""
"ec670829-1400-4756-9cb0-0888cf2fa09b","meshSize","29","mm",""
"f44bdab5-1461-40bb-8eac-e88a06cb052c","meshSize","19.5","mm",""
"c5e8b524-fef8-4af5-b8f3-4d19ff03452c","meshSize","29","mm",""
"1095f532-bccc-41b0-b00f-87bae828c2e8","meshSize","15.5","mm",""
"6b3b6f96-9016-4ae1-af04-bd87796e5708","meshSize","29","mm",""
"b573022d-1cd7-4ec3-a868-42678c9f35d5","meshSize","10","mm",""
"5f420ce7-58d6-40b5-b32c-dfe3703bc592","meshSize","10","mm",""
"eef25910-c836-4bb1-954e-e80ef085aa0a","meshSize","10","mm",""
"d4bf3db1-c4a0-4c2a-80a5-3cf6438afa50","meshSize","35","mm",""
"3543220f-1c28-4b1f-b3df-f4ac553a36e9","meshSize","29","mm",""
"202cacb8-f623-44db-9814-b73e32abf3df","meshSize","15.5","mm",""
"cd7ba55a-80f7-4f1f-848e-1cac3df77f17","meshSize","12.5","mm",""
"092fba27-9d87-4aaa-b2ed-33f88e227eac","meshSize","29","mm",""
"6088ca50-d729-4249-bf4d-1faed2087280","meshSize","12.5","mm",""
"e98fe7e2-dcaf-409f-b566-638b1f1a4494","meshSize","35","mm",""
"c2d785a9-a128-4c38-9710-dfa148e9129b","meshSize","45","mm",""
"d2d02ed7-0497-4b64-b154-8523b572dff0","meshSize","19.5","mm",""
"b3f1d581-c1a5-4470-8255-e73f1e805892","meshSize","24","mm",""
"cbe58027-eff5-481e-b986-c55115947a33","meshSize","10","mm",""
"b0de19e6-1538-4830-be1c-8d44f57fadab","meshSize","15.5","mm",""
"841b9554-b78c-4a5a-b43e-4d296412e444","meshSize","12.5","mm",""
"8a87461f-d635-4f95-8193-f3a440a488ed","meshSize","15.5","mm",""
"e01c169c-3d72-4d50-a90f-8ecc9c327f40","meshSize","10","mm",""
"24d88cae-3d14-46a7-8566-40650c9c4abb","meshSize","15.5","mm",""
"6e070ed4-9327-4912-8444-c6e07c6ddb20","meshSize","10","mm",""
"b23fb807-f26b-4f5b-a305-dbe6cbeb42a7","meshSize","12.5","mm",""
"31af4859-e058-4ede-92f6-12f04954e427","meshSize","24","mm",""
"81b5c52e-6c05-4d42-9729-cb947516026f","meshSize","10","mm",""
"874ff5f2-90f2-4036-a465-2c686d9e1ad8","meshSize","15.5","mm",""
"2d212a64-2026-4204-895b-e7114ca73a2e","meshSize","19.5","mm",""
"5efbe660-c9fe-4094-bd66-4e48ec8f9f03","meshSize","8","mm",""
"6d1efeac-bfe1-4eeb-b3a8-a7eb329f3664","meshSize","8","mm",""
"c42b261c-1697-4f21-add1-13731afbb4bd","meshSize","15.5","mm",""
"3a2c8794-3054-4bd1-96fe-52bd8cb069bb","meshSize","35","mm",""
"d118d2bd-72a1-4037-8d06-86360d11cd4b","meshSize","24","mm",""
"eb0e32b7-2f95-4bdc-a581-8478c14b98b2","meshSize","35","mm",""
"9e77aa06-f360-41ce-98a9-572c27509c16","meshSize","29","mm",""
"406576a3-601b-45d4-8ffd-63fad48bab96","meshSize","15.5","mm",""
"aaf82395-89fc-41ff-9153-1f06954b3da6","meshSize","15.5","mm",""
"2ea2496c-48f1-4fe8-b197-b98436dee582","meshSize","29","mm",""
"75127b7e-8903-4848-a3f2-1a490aa376e0","meshSize","45","mm",""
"73539aa2-9bdb-4806-ad2d-1b01978fadac","meshSize","19.5","mm",""
"ead9fc4c-8f4e-478b-9295-e7faf8be77e9","meshSize","45","mm",""
"54dcb73e-8b72-4a61-802c-4b0ebbd03999","meshSize","35","mm",""
"a22f8ef1-2683-45fb-979c-befdad362de1","meshSize","10","mm",""
"ea12c027-d054-4909-bf31-716d0b8fe979","meshSize","10","mm",""
"bd23ee37-ca55-4aa1-8fe5-1f1c8dbe6458","meshSize","8","mm",""
"01daaa94-bc45-4529-9ed5-beb0ea3c84ee","meshSize","8","mm",""
"a0a04dd7-5591-4aef-9a3f-b1da75996a98","meshSize","8","mm",""
"bb790300-dcdd-4ee5-b89e-75f0aa72f076","meshSize","10","mm",""
"fc13a9a3-756d-4e39-852d-7f4bc63709b9","meshSize","15.5","mm",""
"ebf2a376-cff3-4876-bed3-f72910e42f64","meshSize","24","mm",""
"ce38782f-302b-452f-beb3-e8f2a0d5c258","meshSize","12.5","mm",""
"728345ab-b20f-4cf6-a983-787dcca9061d","meshSize","24","mm",""
"bb4e46d7-0888-47a2-921e-1f2450f2f84a","meshSize","10","mm",""
"ef3904a0-e542-4b14-b907-75ab4cc9f1c2","meshSize","10","mm",""
"6c6133eb-5c9a-447c-ac18-9a096948c702","meshSize","10","mm",""
"cb21827b-dbb1-4bdd-af67-29d0d4a5ee32","meshSize","15.5","mm",""
"f538e42b-c451-414d-a1f3-2f2a35239ac4","meshSize","8","mm",""
"666a8309-c162-4e58-a635-c717dff02306","meshSize","10","mm",""
"5603a723-f364-4c66-85f0-81d32f134347","meshSize","8","mm",""
"97f8dd81-3f60-497b-bcb4-3ca24d37c41d","meshSize","8","mm",""
"2801b0f0-1866-4fe4-822c-86a2b6a8e039","meshSize","15.5","mm",""
"9c1f8969-0911-408b-82f0-773d0d5946b7","meshSize","8","mm",""
"a41980cd-8a32-4fe6-a890-e5af98eeb9b6","meshSize","8","mm",""
"5b0bec88-4929-4ea9-bf1f-1ca4290ff948","meshSize","10","mm",""
"b0ac3704-f308-4bbb-bfca-d5edc4512f3b","meshSize","10","mm",""
"f6a04cba-f411-48e5-8d8b-ef47e3fddd19","meshSize","12.5","mm",""
"70877506-4f2b-4dab-8c6b-9125f21326a8","meshSize","10","mm",""
"b1adda9a-5207-4382-8069-d03f24396c0f","meshSize","10","mm",""
"0f8c7e6f-bb7e-46e5-b83f-e70b6a734c99","meshSize","10","mm",""
"c9e07a0a-0fcd-4447-8ef1-207ad2d30442","meshSize","10","mm",""
"60ab447d-eba0-4632-b1e7-616a62c1eade","meshSize","10","mm",""
"32e9d5bf-a0d3-47ef-8990-7ac6ef021855","meshSize","12.5","mm",""
"cb77cbbf-539f-40b5-bdcb-ff1dd5c5605c","meshSize","8","mm",""
"fcc8ecb2-4ee0-4a18-9fbd-0a3c2c454969","meshSize","8","mm",""
"f1e8da4d-20f8-460e-aa22-3763dc595958","meshSize","8","mm",""
"bdfa0fec-424c-4105-a887-cfbd4a8bf1b6","meshSize","10","mm",""
"a0e2bbf9-d6b8-46b4-97c1-6cfb398c39f2","meshSize","8","mm",""
"dafe4f0b-fd39-4c44-9197-45c7c5ac74df","meshSize","10","mm",""
"80de076d-5a1b-42fd-84ac-0787e4313fa9","meshSize","12.5","mm",""
"22758262-fa23-4982-b0cf-8ba7331a24a4","meshSize","10","mm",""
"8731aec4-fecc-4ec4-8465-f6c0a451d303","meshSize","12.5","mm",""
"cb5ff687-dd48-4d1f-8c8e-87c775335afc","totalMass","5.16","g","field weigth"
"816ed497-95da-42bb-9337-950f46439adb","totalMass","12.02","g","field weigth"
"23a849ab-cb60-4efe-8c2f-2a40fea30cc7","totalMass","4.71","g","field weigth"
"339bfa61-f48c-495b-9365-17ad86eeffc5","totalMass","11.8","g","field weigth"
"a90d63fe-52b4-414c-b406-a94ffcaf58b9","totalMass","9.11","g","field weigth"
"c7fa2f60-250e-45ee-8865-d510a5505c81","totalMass","3.65","g","field weigth"
"7b0b441b-80fd-4b65-8cf0-1eaddef25a21","totalMass","7.37","g","field weigth"
"c471673e-9130-4f4e-83e1-f4ee9964377d","totalMass","3.85","g","field weigth"
"911adaf9-0351-48ce-8219-e4cf4dab8426","totalMass","2.59","g","field weigth"
"acda2464-6d7a-450e-b490-4b32d8d63251","totalMass","6.68","g","field weigth"
"531ffc59-b3d3-4dbd-8ddd-7a1abc05cfbf","totalMass","7.53","g","field weigth"
"9c9084d0-e335-4d4f-a954-8270f62d64ed","totalMass","8.27","g","field weigth"
"37f2dd45-9287-4310-958a-c375f077b8aa","totalMass","2.95","g","field weigth"
"1bae2126-666b-4952-a48d-31b4fdb6640e","totalMass","2.03","g","field weigth"
"039fee96-d127-49f1-a3bd-23f4fc894d5e","totalMass","5.82","g","field weigth"
"4ef17044-c67c-40f7-b5ba-f0327e19db8d","totalMass","8.07","g","field weigth"
"6b2777e9-73ad-4dec-9826-d0187e2546ff","totalMass","3.1","g","field weigth"
"5288f051-423d-4f77-93de-ec31c86e9782","totalMass","2.18","g","field weigth"
"bfe6a286-6e23-407a-a661-7e1c6f76bdee","totalMass","6.84","g","field weigth"
"028f8c05-9562-447d-8815-b87b60e68102","totalMass","11.42","g","field weigth"
"228b554b-0c21-4fe4-b01a-8da42e1b92e3","totalMass","6.29","g","field weigth"
"e33ece10-9703-4fed-8d5d-594fa65544d2","totalMass","1.07","g","field weigth"
"abc247eb-29b9-4b79-8dd4-313a37df476a","totalMass","4.32","g","field weigth"
"dd98aa4e-e570-46db-b0b9-6e1399b6a5fd","totalMass","2.3","g","field weigth"
"8538dec0-e0ac-4c17-a513-b1d8fd646874","totalMass","4.58","g","field weigth"
"ab48994f-1fcd-489e-b0b9-5aa2fd02ba55","totalMass","2.28","g","field weigth"
"37c109f5-df2b-4dd9-a429-f34f8ef70e09","totalMass","2.36","g","field weigth"
"5241bb3f-60d8-46e2-8f53-91c44fd2417c","totalMass","2.16","g","field weigth"
"f9db9416-7391-4199-80c4-deff826ac3ea","totalMass","4.53","g","field weigth"
"a980a8df-42e5-4973-8ca4-91c3cd380e4e","totalMass","8.71","g","field weigth"
"f1e56b1a-8a15-40eb-a18e-bf53ac0d6888","totalMass","4.99","g","field weigth"
"10212ee6-7d3b-4fb5-baed-51ae51e90cfc","totalMass","2.18","g","field weigth"
"b16d2e56-75be-4799-97a5-6e481bdc572e","totalMass","4.21","g","field weigth"
"0f65033b-120e-4069-88b8-fe996d4bb401","totalMass","4.38","g","field weigth"
"63a61ae8-637a-40b8-94ac-9ecb7ff275b9","totalMass","3.72","g","field weigth"
"71d06126-cfed-408f-8a4f-492006532bc2","totalMass","4.36","g","field weigth"
"0c05117b-3098-4323-ad35-6c5e6286f8f1","totalMass","3.73","g","field weigth"
"23d7e5b9-69df-440f-8103-983d7bb49694","totalMass","3.67","g","field weigth"
"4fbc3f8b-daa4-4f6b-8a2f-8f5a162ee6c4","totalMass","10.83","g","field weigth"
"83964689-2b8c-47b1-80b4-4d545afc0b21","totalMass","13.19","g","field weigth"
