eventID;lnr;;period;dam;prove;N_daph;N_cop;N_naup;N_bos;l_daph_mm;l_cop_mm;l_naup_mm;l_bos_mm;m_daph_ug;m_cop_ug;m_naup_ug;m_bos_ug;B_daph_ugL;B_cop_ugL;B_naup_ugL;B_bos_ugL;period;dam;prove;N_daph_1;N_cop_1;N_naup_1;N_bos_1;B_daph_ugL_1;B_cop_ugL_1;B_naup_ugL_1;B_bos_ugL_1;comments;
d5052338-13dc-471d-b0a6-81d367f24735;24;07.08.2013;4;8;3;0;1;13;0;NA;0.973;0.219;NA;NA;6.852;1.475;NA;0;0.342580172;0.95847229;0;4;8;3;0;0;0;0;0;0;0;0;ikke_foto_av_naupili_eller_copepode_har_brukt_gj.snitt_storrelse_fra_dan_9;
e041d878-5b2a-42ba-9a38-447132c1092b;25;07.08.2013;4;9;1;0;0;20;0;NA;NA;0.219;NA;NA;NA;1.475;NA;0;0;1.474572754;0;4;9;1;0;0;44;0;0;0;3.17904037;0;ikke_foto_av_naupili_har_brukt_gj.snitt_storrelse_periode_2_og_3;
b9814ad8-f0ad-4dd4-90f0-fef4d910de96;26;07.08.2013;4;9;2;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;4;9;2;0;0;8;0;0;0;0.57800734;0;NA;
15333749-bc48-4fa2-b2d3-3077d7c486b9;27;07.08.2013;4;9;3;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;4;9;3;0;0;2;0;0;0;0.144501835;0;NA;
76e8568e-59ac-4e0b-8337-d9ad078a0f9b;28;10.08.2013;4;10;1;3;36;15;0;0.721;0.787;0.291;NA;2.905;5.494;1.562;NA;0.435757385;9.888789702;1.171508553;0;4;10;1;0;4;1;0;0;1.215450841;0.080351705;0;NA;
ac8dc1bd-deb1-40df-a3e0-b2334fcae426;29;10.08.2013;4;10;2;1;40;16;0;0.721;0.787;0.291;NA;2.905;5.494;1.562;NA;0.145252462;10.98754411;1.249609123;0;4;10;2;0;19;2;0;0;5.773391497;0.160703409;0;NA;
8a324919-68f2-4aa1-9cd1-bbc96759be8f;30;10.08.2013;4;10;3;3;36;17;0;0.721;0.787;0.291;NA;2.905;5.494;1.562;NA;0.435757385;9.888789702;1.327709694;0;4;10;3;0;6;3;0;0;1.823176262;0.241055114;0;NA;
131b0d4d-80e9-49ed-a75c-bb61048bde02;31;10.08.2013;4;11;1;118;0;0;0;1.844;NA;NA;NA;9.207;NA;NA;NA;54.32323174;0;0;0;4;11;1;141;0;0;0;61.6154782;0;0;0;NA;
5400c613-02e1-4ef9-9310-6a97f0cf8645;32;10.08.2013;4;11;2;140;0;0;0;1.844;NA;NA;NA;9.207;NA;NA;NA;64.4512919;0;0;0;4;11;2;90;0;0;0;39.32902864;0;0;0;NA;
b7bce928-d0fb-452d-a2f2-9974f231821a;33;10.08.2013;4;11;3;327;0;0;0;1.844;NA;NA;NA;9.207;NA;NA;NA;150.5398032;0;0;0;4;11;3;280;0;0;0;122.356978;0;0;0;NA;
74dc34a4-ee7e-4af2-84b2-f54ecb65b704;34;10.08.2013;4;12;1;13;0;0;0;2.148;NA;NA;NA;11.106;NA;NA;NA;7.219069372;0;0;0;4;12;1;75;0;0;0;44.03442155;0;0;0;NA;
2f915f32-7bfc-49b8-88ce-248b4acc1b65;35;10.08.2013;4;12;2;5;0;0;0;2.148;NA;NA;NA;11.106;NA;NA;NA;2.776565143;0;0;0;4;12;2;32;0;0;0;18.78801986;0;0;0;NA;
d37c459f-79b6-4da6-895e-807812a8f636;36;10.08.2013;4;12;3;3;0;0;0;2.148;NA;NA;NA;11.106;NA;NA;NA;1.665939086;0;0;0;4;12;3;25;0;0;0;14.67814052;0;0;0;NA;
ceedcd90-df6a-4a6a-9b5a-e1b514b0ec32;37;10.08.2013;4;13;1;0;57;7;0;NA;0.732;0.295;NA;NA;5.094;1.567;NA;0;14.51779502;0.548527994;0;4;13;1;0;160;54;0;0;39.28772748;4.031319167;0;1_daphnia_sletta_fra_data._Sans_forurensning_i_sil;
2e8fab25-c92a-4dcd-a618-3a7ad8417184;38;10.08.2013;4;13;2;0;43;20;0;NA;0.732;0.295;NA;NA;5.094;1.567;NA;0;10.9520208;1.567222841;0;4;13;2;0;283;87;0;0;69.49016799;6.494903102;0;NA;
914f1b50-a40b-4f0e-b1ad-644593830ef2;39;10.08.2013;4;13;3;0;69;19;0;NA;0.732;0.295;NA;NA;5.094;1.567;NA;0;17.57417292;1.488861699;0;4;13;3;0;160;53;0;0;39.28772748;3.956665108;0;NA;
73613d2d-d9b3-468a-a8ca-4f24136bdf3e;40;10.08.2013;4;14;1;4;0;0;0;1.582;NA;NA;NA;7.628;NA;NA;NA;1.52553141;0;0;0;4;14;1;42;0;0;0;16.78907182;0;0;0;NA;
195a45c2-d89f-469d-814e-e435b2a01d0c;41;10.08.2013;4;14;2;74;0;0;0;1.582;NA;NA;NA;7.628;NA;NA;NA;28.22233109;0;0;0;4;14;2;63;0;0;0;25.18360772;0;0;0;NA;
3320e747-010a-4b30-9f61-2ef7ec358a79;42;10.08.2013;4;14;3;12;0;0;0;1.582;NA;NA;NA;7.628;NA;NA;NA;4.576594231;0;0;0;4;14;3;104;0;0;0;41.57293973;0;0;0;NA;
f3bbfcf2-6fa8-4154-9882-f161792a92ce;43;10.08.2013;4;15;1;21;17;0;0;1.358;0.746;NA;NA;6.321;5.194;NA;NA;6.636725314;4.415238715;0;0;4;15;1;33;18;0;0;9.567204854;4.762364273;0;0;NA;
8446dde7-d394-4810-aba5-e0b198a191c4;44;10.08.2013;4;15;2;49;28;0;0;1.358;0.746;NA;NA;6.321;5.194;NA;NA;15.4856924;7.272157883;0;0;4;15;2;52;22;1;0;15.07559553;5.820667445;0.079315743;0;NA;
036c2286-af67-496b-ab96-e28b7e9b7627;45;10.08.2013;4;15;3;10;6;0;0;1.358;0.746;NA;NA;6.321;5.194;NA;NA;3.160345387;1.558319546;0;0;4;15;3;49;21;0;0;14.20584963;5.556091652;0;0;NA;
eb8cc518-a6fc-460e-bf0d-3af12c362747;46;10.08.2013;4;16;1;14;0;0;0;2.146;NA;NA;NA;11.09;NA;NA;NA;7.762756768;0;0;0;4;16;1;17;1;0;0;10.12978518;0.235730856;0;0;NA;
ba2eb4c7-9a6a-4ede-ac34-722be729ab32;47;10.08.2013;4;16;2;11;0;0;0;2.146;NA;NA;NA;11.09;NA;NA;NA;6.099308889;0;0;0;4;16;2;25;0;0;0;14.89674292;0;0;0;NA;
7c05666c-90e6-4918-aa3d-8402d3ec936b;48;10.08.2013;4;16;3;31;0;0;0;2.146;NA;NA;NA;11.09;NA;NA;NA;17.18896142;0;0;0;4;16;3;4;0;0;0;2.383478867;0;0;0;NA;
3c233b1a-d14e-4008-b99d-cf7a1305847a;49;10.08.2013;4;17;1;1;0;0;0;2.103;NA;NA;NA;10.822;NA;NA;NA;0.541109545;0;0;0;4;17;1;73;0;0;0;38.04142189;0;0;0;NA;
624d5d0c-72c0-4542-a2d2-abf6ee4fecbc;50;10.08.2013;4;17;2;5;0;0;0;2.103;NA;NA;NA;10.822;NA;NA;NA;2.705547725;0;0;0;4;17;2;45;0;0;0;23.45019157;0;0;0;NA;
73f8bf32-cdfa-454c-8397-75bcd8d81ab4;51;10.08.2013;4;17;3;11;0;0;0;2.103;NA;NA;NA;10.822;NA;NA;NA;5.952204995;0;0;0;4;17;3;21;0;0;0;10.94342273;0;0;0;NA;
47ece903-fbec-4f16-b029-813925f20d92;52;10.08.2013;4;18;1;175;119;0;0;1.949;1.106;NA;NA;9.852;7.833;NA;NA;86.20668656;46.60398199;0;0;4;18;1;110;131;0;0;46.92287734;45.70382964;0;0;NA;
8553597a-1816-4009-be66-75caefe54305;53;10.08.2013;4;18;2;7;99;0;0;1.949;1.106;NA;NA;9.852;7.833;NA;NA;3.448267462;38.77137998;0;0;4;18;2;201;72;23;0;85.74089406;25.11966209;1.893860027;0;NA;
75d8ffa0-c713-43f5-b337-16cb70c68427;54;10.08.2013;4;18;3;127;121;0;0;1.949;1.106;NA;NA;9.852;7.833;NA;NA;62.56142396;47.3872422;0;0;4;18;3;192;67;7;0;81.90174955;23.37524111;0.576392182;0;NA;
