eventID;lnr;;period;dam;prove;N_daph;N_cop;N_naup;N_bos;l_daph_mm;l_cop_mm;l_naup_mm;l_bos_mm;m_daph_ug;m_cop_ug;m_naup_ug;m_bos_ug;B_daph_ugL;B_cop_ugL;B_naup_ugL;B_bos_ugL;period;dam;prove;N_daph_1;N_cop_1;N_naup_1;N_bos_1;B_daph_ugL_1;B_cop_ugL_1;B_naup_ugL_1;B_bos_ugL_1;comments;
64a6bf97-bd1f-433b-a912-9294c2752f8f;13;06.08.2013;4;5;1;0;0;0;0;NA;0.386;NA;NA;NA;NA;NA;NA;0;0;0;0;4;5;1;0;0;0;0;0;0;0;0;NA;
016aa1ea-3e70-4ede-ae13-ae311d017944;14;06.08.2013;4;5;2;0;0;0;0;NA;0.386;NA;NA;NA;NA;NA;NA;0;0;0;0;4;5;2;0;0;0;0;0;0;0;0;NA;
01b61769-73c6-477a-8e39-7b24d66315ab;15;06.08.2013;4;5;3;0;1;0;0;NA;0.386;NA;NA;NA;2.613;NA;NA;0;0.13066967;0;0;4;5;3;0;0;0;0;0;0;0;0;NA;
e9ceb082-3fc6-46d9-9cca-1248d0571f93;16;06.08.2013;4;6;1;11;0;1;0;2.069;NA;0.226;NA;10.606;NA;1.485;NA;5.83310213;0;0.074236048;0;4;6;1;1;8;0;0;0.454777242;2.395857643;0;0;NA;
a935243c-c69b-477b-81fe-023830f7b40b;17;06.08.2013;4;6;2;1;1;1;0;2.069;0.855;0.226;NA;10.606;5.988;1.485;NA;0.530282012;0.299408755;0.074236048;0;4;6;2;4;3;0;0;1.819108969;0.898446616;0;0;lengde_copepode_tatt_fra_gjensomsnitt_periode_2_og_3;
3d9f6bd9-1f62-478c-a49c-ff4c6eaba77a;18;06.08.2013;4;6;3;4;0;0;0;2.069;NA;0.226;NA;10.606;NA;NA;NA;2.121128047;0;0;0;4;6;3;4;1;0;0;1.819108969;0.299482205;0;0;NA;
6c429873-540f-4109-8ce8-6bd1c500b13c;19;06.08.2013;4;7;1;0;37;39;0;NA;0.757;0.325;NA;NA;5.272;1.598;NA;0;9.75395223;3.115395825;0;4;7;1;0;165;108;0;0;51.43735623;8.599681223;0;NA;
8bd04d22-2f48-4fb2-9333-4204f8e35f74;20;06.08.2013;4;7;2;0;36;67;0;NA;0.757;0.325;NA;NA;5.272;1.598;NA;0;9.490331899;5.352090264;0;4;7;2;0;109;139;0;0;33.97982927;11.06810824;0;NA;
aa557078-2d5c-47ed-a8ca-bf80a0930e6f;21;06.08.2013;4;7;3;0;81;119;0;NA;0.757;0.325;NA;NA;5.272;1.598;NA;0;21.35324677;9.505951365;0;4;7;3;0;131;138;0;0;40.83814343;10.98848156;0;1_dapnnia_sletta_fra_prove._Sans._Forurensning_i_sil;
a4d495a0-57e7-4fff-9b3a-59e630d60a25;22;07.08.2013;4;8;1;0;0;7;0;NA;NA;0.219;NA;NA;NA;1.475;NA;0;0;0.516100464;0;4;8;1;0;0;0;0;0;0;0;0;ikke_foto_av_naupili_har_brukt_gj.snitt_storrelse_fra_dam_9;
32b14039-42f9-47ea-a606-7ab91838178f;23;07.08.2013;4;8;2;0;0;2;0;NA;NA;0.219;NA;NA;NA;1.475;NA;0;0;0.147457275;0;4;8;2;0;0;0;0;0;0;0;0;ikke_foto_av_naupili_har_brukt_gj.snitt_storrelse_fra_dam_10;
